Feature Name,Locus,Start Coordinate,End Coordinate,Translation Start Coordinate,Translation End Coordinate,Disruptions Available,Distance from Translation Start,Fractional Distance from Translation Start,In Multiple Occupancy Well,Locatability,Progenitor Collection Address,Rearrayed Collection Address
lysW,['SO_1007'],1042150,1043730,1042150,1043730,"1042681, 1043088","531, 938","0.34, 0.59","False, True","unambiguous, ambiguous","87_C10, 133_C4","4_D6, 6_G6"
tnpA,['SO_1008'],1043987,1044865,1043987,1044865,"1044350","363","0.41","False","unambiguous","409_F11","44_D7"
nuoN,['SO_1009'],1045281,1046744,1046744,1045281,"1045633","1111","0.76","False","unambiguous","320_F8","27_A11"
nuoM,['SO_1010'],1046741,1048285,1048285,1046741,"1048262","23","0.01","False","unambiguous","231_E5","20_A7"
nuoL,['SO_1011'],1048384,1050231,1050231,1048384,"1049756","475","0.26","False","unambiguous","92_B9","11_B3"
nuoK,['SO_1012'],1050228,1050536,1050536,1050228,"1050291, 1050465","245, 71","0.80, 0.23","True, False","unambiguous, unambiguous","372_E12, 90_F10","32_F1, 45_A12"
nuoJ,['SO_1013'],1050533,1051084,1051084,1050533,"1051044","40","0.07","True","unambiguous","407_A6","34_E11"
nuoI,['SO_1014'],1051095,1051637,1051637,1051095,"","","","","","",""
nuoH,['SO_1015'],1051646,1052614,1052614,1051646,"1052202","412","0.43","False","unambiguous","201_G7","18_D6"
nuoG,['SO_1016'],1052611,1055340,1055340,1052611,"1054698","642","0.24","False","unambiguous","32_H5","8_H8"
nuoF,['SO_1017'],1055382,1056767,1056767,1055382,"1055775, 1055775","992, 992","0.72, 0.72","True, True","unambiguous, unambiguous","237_B3, 237_B3","39_C11, 39_D11"
nuoE,['SO_1018'],1056764,1057306,1057306,1056764,"1057099","207","0.38","False","unambiguous","230_D4","39_D9"
nuoCD,['SO_1019'],1057388,1059193,1059193,1057388,"1058332, 1059011","861, 182","0.48, 0.10","True, False","ambiguous, unambiguous","306_D10, 406_E8","26_F9, 34_G10"
nuoB,['SO_1020'],1059197,1059871,1059871,1059197,"1059864, 1059453","7, 418","0.01, 0.62","True, True","unambiguous, unambiguous","8_C10, 296_C5","7_B5, 25_G7"
nuoA,['SO_1021'],1059901,1060305,1060305,1059901,"","","","","","",""
SO_4803,['SO_4803'],1061682,1062053,1061682,1062053,"1061819","137","0.37","True","unambiguous","287_E10","24_B11"
tnpA,['SO_1025'],1062064,1063223,1063223,1062064,"1062086","1137","0.98","False","unambiguous","221_A10","39_B6"
tnpA,['SO_1026'],1063812,1065014,1063812,1065014,"","","","","","",""
SO_1027,['SO_1027'],1065149,1065493,1065149,1065493,"1065430","281","0.82","False","unambiguous","240_B1","39_H12"
SO_1028,['SO_1028'],1065663,1065875,1065663,1065875,"","","","","","",""
SO_1029,['SO_1029'],1065911,1066333,1065911,1066333,"1066180","269","0.64","False","unambiguous","385_C3","33_G3"
metH,['SO_1030'],1066803,1070537,1070537,1066803,"1070363, 1070349, 1070429","174, 188, 108","0.05, 0.05, 0.03","True, True, False","unambiguous, unambiguous, unambiguous","219_C8, 106_B3, 375_E12","19_F9, 35_F12, 43_H6"
cobC,['SO_1031'],1070755,1071504,1070755,1071504,"1071476, 1070836","721, 81","0.96, 0.11","True, True","unambiguous, unambiguous","39_E11, 117_F1","2_G7, 36_G3"
btuD,['SO_1033'],1072021,1072965,1072021,1072965,"1072858","837","0.89","False","unambiguous","122_H6","12_H10"
btuC,['SO_1034'],1072962,1074104,1072962,1074104,"1073583, 1072967","621, 5","0.54, 0.00","True, True","unambiguous, unambiguous","402_C10, 219_A10","34_G6, 39_H4"
cobT,['SO_1035'],1074417,1075469,1074417,1075469,"1074917","500","0.48","False","unambiguous","170_E9","15_G11"
cobS,['SO_1036'],1075576,1076364,1075576,1076364,"1075633","57","0.07","False","unambiguous","347_C2","29_A12"
cobU,['SO_1037'],1076361,1076966,1076361,1076966,"1076433","72","0.12","False","ambiguous","95_A9","4_A11"
cobQ,['SO_1038'],1077178,1078710,1077178,1078710,"1077907, 1077563, 1077554","729, 385, 376","0.48, 0.25, 0.25","True, True, True","unambiguous, unambiguous, unambiguous","81_F5, 266_E10, 328_B3","4_D3, 23_E1, 42_H5"
cobO,['SO_1039'],1078726,1079349,1078726,1079349,"1079167","441","0.71","True","unambiguous","394_G10","33_B11"
SO_4816,['SO_4816'],1080010,1080492,1080010,1080492,"1080135","125","0.26","False","unambiguous","300_A2","25_D12"
artM,['SO_1042'],1080829,1081554,1081554,1080829,"1081009","545","0.75","False","unambiguous","399_E12","34_F4"
artQ,['SO_1043'],1081547,1082227,1082227,1081547,"1082222","5","0.01","False","unambiguous","172_A10","16_C1"
artI,['SO_1044'],1082233,1082967,1082967,1082233,"1082405","562","0.77","False","unambiguous","31_E6","8_C8"
SO_1045,['SO_1045'],1083339,1084163,1083339,1084163,"1083423, 1084106","84, 767","0.10, 0.93","False, True","unambiguous, unambiguous","48_E9, 394_H3","2_E11, 43_F11"
SO_1046,['SO_1046'],1084167,1085057,1085057,1084167,"1084680, 1084227, 1084959, 1084227, 1084289","377, 830, 98, 830, 768","0.42, 0.93, 0.11, 0.93, 0.86","True, True, True, True, True","unambiguous, ambiguous, unambiguous, ambiguous, unambiguous","179_A5, 343_C11, 118_B3, 347_C3, 378_G3","16_F8, 29_H7, 36_A4, 42_D11, 43_G7"
lrgA,['SO_1047'],1085179,1085613,1085179,1085613,"1085225","46","0.11","False","unambiguous","368_D12","31_G9"
lrgB,['SO_1048'],1085613,1086347,1085613,1086347,"1085624, 1085747","11, 134","0.01, 0.18","True, True","unambiguous, ambiguous","280_G1, 289_B3","24_A4, 41_H5"
SO_1049,['SO_1049'],1086745,1087221,1086745,1087221,"1087103, 1086837","358, 92","0.75, 0.19","True, False","unambiguous, unambiguous","81_B10, 193_C12","4_B3, 38_A7"
opgD,['SO_1051'],1087842,1089464,1087842,1089464,"1087984, 1088033, 1087931","142, 191, 89","0.09, 0.12, 0.05","True, True, False","unambiguous, unambiguous, unambiguous","397_G3, 345_F4, 93_C4","34_C3, 42_F10, 46_A1"
pitB,['SO_1052'],1089653,1091122,1089653,1091122,"1089667","14","0.01","True","unambiguous","218_F7","19_G8"
SO_1053,['SO_1053'],1091257,1092105,1091257,1092105,"1092081, 1091451","824, 194","0.97, 0.23","False, True","unambiguous, ambiguous","385_F3, 395_B3","33_D4, 43_G12"
SO_1054,['SO_1054'],1092180,1093137,1093137,1092180,"1092894","243","0.25","False","unambiguous","253_A5","22_A2"
SO_1055,['SO_1055'],1093490,1094878,1093490,1094878,"1093539, 1093872, 1094460","49, 382, 970","0.04, 0.28, 0.70","False, True, True","unambiguous, unambiguous, unambiguous","84_C2, 22_G11, 269_B3","4_H3, 39_D5, 40_E11"
SO_1056,['SO_1056'],1094947,1096839,1096839,1094947,"1096790, 1096804, 1096123, 1096123","49, 35, 716, 716","0.03, 0.02, 0.38, 0.38","True, True, True, True","unambiguous, unambiguous, unambiguous, unambiguous","366_A8, 139_E7, 97_G3, 97_G3","31_G7, 36_D9, 46_B2, 46_C2"
SO_1059,['SO_1059'],1097332,1099965,1099965,1097332,"1099862, 1098636","103, 1329","0.04, 0.50","False, True","unambiguous, unambiguous","198_C11, 133_B3","18_B2, 36_E7"
SO_1060,['SO_1060'],1100205,1100810,1100810,1100205,"1100206","604","1.00","True","unambiguous","267_G1","23_A3"
SO_1061,['SO_1061'],1100866,1102266,1102266,1100866,"1102077, 1102077, 1102176","189, 189, 90","0.14, 0.14, 0.06","True, True, True","unambiguous, unambiguous, unambiguous","71_A2, 71_G2, 322_B3","10_E5, 10_G5, 42_H3"
def,['SO_1062'],1102263,1102808,1102808,1102263,"1102802, 1102802","6, 6","0.01, 0.01","True, True","unambiguous, unambiguous","106_B9, 106_B3","11_B12, 35_F12"
slyX,['SO_1063'],1102866,1103078,1103078,1102866,"1103039","39","0.18","True","ambiguous","223_F11","39_A7"
SO_1064,['SO_1064'],1103088,1104038,1104038,1103088,"1103654","384","0.40","False","unambiguous","357_C6","30_F10"
fklB,['SO_1065'],1104192,1104959,1104192,1104959,"1104321, 1104869","129, 677","0.17, 0.88","False, True","unambiguous, unambiguous","318_H1, 246_B3","27_G9, 40_H2"
exeM,['SO_1066'],1105523,1108138,1105523,1108138,"1105650, 1105743","127, 220","0.05, 0.08","False, True","unambiguous, unambiguous","136_D11, 116_F1","6_A9, 12_H6"
SO_1067,['SO_1067'],1108272,1108727,1108272,1108727,"1108295","23","0.05","False","unambiguous","301_B1","26_B2"
SO_1068,['SO_1068'],1108836,1109273,1108836,1109273,"1108994, 1108957","158, 121","0.36, 0.28","True, False","unambiguous, unambiguous","133_H7, 234_E8","6_G7, 39_D10"
SO_1069,['SO_1069'],1109327,1109566,1109327,1109566,"","","","","","",""
katB,['SO_1070'],1109981,1111441,1109981,1111441,"1110139, 1110788, 1110410","158, 807, 429","0.11, 0.55, 0.29","False, True, True","unambiguous, unambiguous, unambiguous","350_F1, 254_B3, 285_B3","30_D4, 40_A7, 41_D4"
SO_1071,['SO_1071'],1111521,1112075,1112075,1111521,"1111716","359","0.65","False","unambiguous","224_C11","20_B1"
gbpA,['SO_1072'],1112703,1114178,1112703,1114178,"1112780, 1113601, 1113601","77, 898, 898","0.05, 0.61, 0.61","False, True, True","unambiguous, ambiguous, ambiguous","32_B7, 223_E3, 244_G3","2_B4, 19_F12, 21_F7"
SO_1074,['SO_1074'],1114745,1115932,1114745,1115932,"1115215, 1115036","470, 291","0.40, 0.25","True, False","ambiguous, unambiguous","145_H12, 412_C9","13_F12, 35_D4"
SO_1075,['SO_1075'],1116151,1118307,1116151,1118307,"1116580, 1116421, 1116580","429, 270, 429","0.20, 0.13, 0.20","True, True, True","unambiguous, unambiguous, unambiguous","327_B5, 319_A8, 327_B3","28_H3, 42_A3, 42_E5"
SO_1077,['SO_1077'],1118917,1119831,1119831,1118917,"1119703, 1118919","128, 912","0.14, 1.00","False, True","unambiguous, unambiguous","122_F8, 343_B3","12_G10, 42_A10"
SO_1078,['SO_1078'],1119828,1121646,1121646,1119828,"1121560","86","0.05","False","unambiguous","367_A2","31_G8"
tnpA,['SO_1080'],1120207,1121366,1121366,1120207,"","","","","","",""
SO_1081,['SO_1081'],1121736,1122929,1122929,1121736,"1121915","1014","0.85","False","unambiguous","377_B6","32_G5"
tnpA,['SO_1082'],1123090,1124249,1123090,1124249,"","","","","","",""
SO_1085,['SO_1085'],1124773,1125501,1125501,1124773,"1125485, 1125348","16, 153","0.02, 0.21","False, True","unambiguous, unambiguous","254_D11, 382_H11","22_E3, 43_A9"
SO_1086,['SO_1086'],1125513,1126208,1126208,1125513,"1125923","285","0.41","False","unambiguous","231_C7","20_G6"
metT,['SO_1087'],1126389,1127726,1127726,1126389,"1126894","832","0.62","False","unambiguous","359_D5","30_H12"
SO_1090,['SO_1090'],1128548,1129387,1128548,1129387,"1128563","15","0.02","False","unambiguous","298_G11","25_H10"
SO_1091,['SO_1091'],1129590,1130480,1130480,1129590,"1130019, 1130353","461, 127","0.52, 0.14","True, False","unambiguous, unambiguous","13_C4, 5_F11","7_C8, 7_F3"
SO_1092,['SO_1092'],1130671,1131450,1130671,1131450,"1130900","229","0.29","False","unambiguous","218_F2","39_E4"
tnpA,['SO_1093'],1131541,1132863,1132863,1131541,"","","","","","",""
SO_1094,['SO_1094'],1133432,1133818,1133818,1133432,"1133792, 1133793","26, 25","0.07, 0.06","False, True","ambiguous, ambiguous","198_G11, 395_B3","18_A3, 43_G12"
metY,['SO_1095'],1134406,1135698,1134406,1135698,"1134736, 1134428","330, 22","0.26, 0.02","True, True","unambiguous, unambiguous","77_F6, 253_E7","4_F1, 40_F6"
SO_1096,['SO_1096'],1135785,1138922,1138922,1135785,"1138902","20","0.01","True","unambiguous","377_C5","32_A6"
rlmG,['SO_1097'],1139134,1140267,1140267,1139134,"1140238","29","0.03","False","unambiguous","163_G3","15_F5"
SO_1098,['SO_1098'],1140530,1141183,1140530,1141183,"1140700","170","0.26","False","unambiguous","146_G6","14_E1"
bolA,['SO_1099'],1141329,1141649,1141329,1141649,"1141574","245","0.77","False","unambiguous","315_A6","27_A7"
SO_1100,['SO_1100'],1141864,1142976,1141864,1142976,"1141870","6","0.01","False","unambiguous","305_H10","26_D9"
luxS,['SO_1101'],1143141,1143650,1143141,1143650,"1143402, 1143402","261, 261","0.51, 0.51","False, True","unambiguous, unambiguous","159_B8, 159_B3","14_G12, 37_A6"
SO_1102,['SO_1102'],1143783,1145834,1143783,1145834,"1145812, 1144405, 1144566, 1144566","2029, 622, 783, 783","0.99, 0.30, 0.38, 0.38","True, False, True, True","ambiguous, unambiguous, unambiguous, unambiguous","342_C1, 353_D1, 214_B3, 214_B3","29_B7, 30_A7, 39_B3, 39_C3"
nqrA,['SO_1103'],1146236,1147570,1146236,1147570,"1146342, 1146342","106, 106","0.08, 0.08","False, False","unambiguous, unambiguous","92_C10, 92_C10","4_G9, 11_C3"
nqrB,['SO_1104'],1147570,1148769,1147570,1148769,"1147817, 1147817","247, 247","0.21, 0.21","False, False","unambiguous, unambiguous","41_A1, 41_A1","2_B8, 9_B1"
nqrC,['SO_1105'],1148762,1149550,1148762,1149550,"1149224, 1148904","462, 142","0.59, 0.18","False, True","unambiguous, unambiguous","324_B10, 313_B3","28_E1, 42_B1"
nqrD,['SO_1106'],1149550,1150182,1149550,1150182,"1149632","82","0.13","False","unambiguous","288_C11","24_G11"
nqrE,['SO_1107'],1150188,1150796,1150188,1150796,"1150197, 1150197, 1150334","9, 9, 146","0.01, 0.01, 0.24","False, True, True","unambiguous, unambiguous, unambiguous","149_B5, 149_B3, 207_B3","14_D3, 36_F12, 38_H12"
nqrF,['SO_1108'],1150843,1152099,1150843,1152099,"1151947, 1151640, 1151640, 1151999, 1151014","1104, 797, 797, 1156, 171","0.88, 0.63, 0.63, 0.92, 0.14","True, True, True, True, False","ambiguous, unambiguous, unambiguous, ambiguous, unambiguous","57_F5, 68_F7, 68_F7, 395_D1, 119_A5","3_G2, 3_C9, 10_B4, 33_G11, 36_D4"
apbE,['SO_1109'],1152199,1153242,1152199,1153242,"","","","","","",""
SO_1110,['SO_1110'],1153254,1153478,1153254,1153478,"1153370","116","0.52","False","unambiguous","67_C2","10_G3"
brf2,['SO_1111'],1153719,1154192,1153719,1154192,"1153764","45","0.10","False","ambiguous","154_A2","37_F3"
brf1,['SO_1112'],1154202,1154669,1154202,1154669,"1154594, 1154246","392, 44","0.84, 0.09","True, True","unambiguous, unambiguous","29_C10, 192_H10","2_H2, 38_B6"
SO_1113,['SO_1113'],1154979,1156982,1154979,1156982,"1154985, 1155089","6, 110","0.00, 0.05","False, True","unambiguous, unambiguous","104_A12, 137_B3","5_C4, 6_D9"
dinB,['SO_1114'],1157158,1158231,1157158,1158231,"1157290","132","0.12","False","unambiguous","29_D2","2_A3"
pepD,['SO_1115'],1158327,1159787,1159787,1158327,"1158634, 1159361","1153, 426","0.79, 0.29","True, False","ambiguous, unambiguous","246_H8, 277_E2","21_C9, 23_G12"
SO_1117,['SO_1117'],1160006,1161559,1160006,1161559,"1160031, 1160966","25, 960","0.02, 0.62","True, True","unambiguous, unambiguous","16_E1, 302_B8","1_D6, 26_F3"
SO_1118,['SO_1118'],1161926,1162024,1161926,1162024,"","","","","","",""
SO_1120,['SO_1120'],1162553,1163842,1162553,1163842,"1162786, 1163189","233, 636","0.18, 0.49","False, True","unambiguous, ambiguous","92_A9, 331_G11","4_E9, 28_H7"
proB,['SO_1121'],1164019,1165137,1164019,1165137,"1164303","284","0.25","False","unambiguous","360_G8","31_F2"
proA,['SO_1122'],1165150,1166427,1165150,1166427,"1165213","63","0.05","False","unambiguous","258_D2","22_E5"
SO_1123,['SO_1123'],1166489,1166791,1166791,1166489,"1166727, 1166753, 1166753","64, 38, 38","0.21, 0.13, 0.13","True, True, True","unambiguous, unambiguous, unambiguous","366_B4, 124_F11, 124_F11","31_H7, 36_D5, 36_E5"
ybaK,['SO_1124'],1166902,1167378,1167378,1166902,"1167072","306","0.64","False","unambiguous","48_C7","9_E4"
SO_1125,['SO_1125'],1167521,1168441,1168441,1167521,"1167783, 1167851","658, 590","0.72, 0.64","True, False","ambiguous, unambiguous","118_E4, 223_E12","12_B8, 19_E12"
dnaK,['SO_1126'],1168751,1170670,1168751,1170670,"","","","","","",""
dnaJ,['SO_1127'],1170781,1171917,1170781,1171917,"","","","","","",""
SO_1132,['SO_1132'],1172699,1175894,1172699,1175894,"1172758, 1175811","59, 3112","0.02, 0.97","True, True","unambiguous, unambiguous","183_C8, 288_C1","16_A12, 24_F11"
tnpA,['SO_1130'],1172848,1174007,1174007,1172848,"","","","","","",""
tnpA,['SO_1133'],1174674,1175833,1174674,1175833,"1175811","1137","0.98","True","unambiguous","288_C1","24_F11"
SO_1135,['SO_1135'],1175891,1176739,1175891,1176739,"1175899","8","0.01","False","unambiguous","382_H10","32_C12"
SO_1136,['SO_1136'],1177348,1178691,1177348,1178691,"1177542","194","0.14","False","unambiguous","372_D7","32_D1"
SO_1137,['SO_1137'],1178905,1179714,1178905,1179714,"1179007, 1179007","102, 102","0.13, 0.13","False, True","ambiguous, ambiguous","379_G8, 389_G8","32_B9, 43_A11"
fklB,['SO_1139'],1180088,1180705,1180088,1180705,"","","","","","",""
dapB,['SO_1140'],1180778,1181590,1180778,1181590,"","","","","","",""
carA,['SO_1141'],1181758,1182918,1181758,1182918,"1181938","180","0.16","False","unambiguous","411_C7","35_C3"
carB,['SO_1142'],1182946,1186170,1182946,1186170,"1182978, 1185242, 1185519, 1182963","32, 2296, 2573, 17","0.01, 0.71, 0.80, 0.01","True, True, True, True","unambiguous, unambiguous, unambiguous, ambiguous","303_C11, 133_B3, 316_B3, 99_G11","26_H5, 36_E7, 42_A2, 46_F2"
SO_1143,['SO_1143'],1186243,1187010,1187010,1186243,"1186397","613","0.80","False","unambiguous","6_H8","7_D4"
SO_1144,['SO_1144'],1187307,1188395,1188395,1187307,"1188387","8","0.01","True","unambiguous","17_E4","7_H10"
SO_1145,['SO_1145'],1188716,1190089,1190089,1188716,"1189740","349","0.25","False","unambiguous","31_A11","8_F7"
SO_1146,['SO_1146'],1190112,1190792,1190792,1190112,"1190113","679","1.00","False","unambiguous","326_G4","28_C3"
SO_1148,['SO_1148'],1191408,1192541,1191408,1192541,"1191713, 1191534","305, 126","0.27, 0.11","False, True","unambiguous, unambiguous","191_G7, 343_B3","17_E8, 42_A10"
rlmI,['SO_1149'],1192865,1194055,1192865,1194055,"1193232","367","0.31","False","unambiguous","4_E8","44_D3"
rpiA,['SO_1150'],1194143,1194802,1194802,1194143,"","","","","","",""
SO_1151,['SO_1151'],1195069,1195995,1195069,1195995,"1195541","472","0.51","False","unambiguous","271_A2","23_A6"
SO_1153,['SO_1153'],1196102,1196977,1196102,1196977,"1196229, 1196961","127, 859","0.15, 0.98","False, True","unambiguous, unambiguous","244_G12, 122_B3","21_E7, 36_B5"
SO_1154,['SO_1154'],1197019,1198011,1197019,1198011,"1197182","163","0.16","False","unambiguous","406_H9","44_B6"
SO_t013,['SO_t013'],1198589,1198665,1198589,1198665,"","","","","","",""
SO_1155,['SO_1155'],1198828,1199118,1198828,1199118,"","","","","","",""
SO_1156,['SO_1156'],1199204,1201351,1199204,1201351,"1199345, 1201271","141, 2067","0.07, 0.96","True, True","unambiguous, unambiguous","49_F7, 302_B3","2_A12, 41_G10"
SO_1157,['SO_1157'],1201380,1202546,1201380,1202546,"1201490, 1201994","110, 614","0.09, 0.53","True, False","ambiguous, unambiguous","166_C5, 321_B7","15_B7, 27_G11"
dpsA,['SO_1158'],1202620,1203087,1203087,1202620,"1202962","125","0.27","True","unambiguous","389_G8","43_A11"
holD,['SO_1159'],1203306,1203656,1203306,1203656,"1203311, 1203311, 1203311","5, 5, 5","0.01, 0.01, 0.01","True, True, True","unambiguous, unambiguous, unambiguous","14_B11, 14_B3, 14_B3","1_A5, 36_F9, 36_G9"
rimI,['SO_1160'],1203721,1204209,1203721,1204209,"1203947","226","0.46","False","unambiguous","304_C6","26_E7"
lipA,['SO_1161'],1204274,1205239,1205239,1204274,"1204289","950","0.98","False","unambiguous","216_B9","19_D6"
lipB,['SO_1162'],1205236,1205889,1205889,1205236,"","","","","","",""
ybeD,['SO_1163'],1205982,1206248,1206248,1205982,"","","","","","",""
dacA,['SO_1164'],1206370,1207545,1207545,1206370,"","","","","","",""
rlpA,['SO_1165'],1207687,1208538,1208538,1207687,"1208520, 1208437, 1208108, 1208108, 1208149","18, 101, 430, 430, 389","0.02, 0.12, 0.51, 0.51, 0.46","False, True, True, False, True","unambiguous, ambiguous, ambiguous, ambiguous, ambiguous","81_E8, 93_G10, 151_D9, 154_D7, 7_B8","10_F9, 11_A4, 14_C5, 14_E7, 45_G5"
mltB,['SO_1166'],1208522,1209586,1209586,1208522,"1209526","60","0.06","False","unambiguous","106_D5","11_E12"
mrdB,['SO_1167'],1209603,1210706,1210706,1209603,"1209608","1098","1.00","False","unambiguous","136_H3","13_G7"
mrdA,['SO_1168'],1210703,1212559,1212559,1210703,"","","","","","",""
rlmH,['SO_1169'],1212623,1213093,1213093,1212623,"1212875","218","0.46","True","unambiguous","15_D1","7_C9"
SO_1170,['SO_1170'],1213093,1213422,1213422,1213093,"1213314","108","0.33","False","unambiguous","396_H2","34_H1"
nadD,['SO_1171'],1213530,1214168,1214168,1213530,"","","","","","",""
holA,['SO_1172'],1214181,1215212,1215212,1214181,"","","","","","",""
lptE,['SO_1173'],1215265,1215759,1215759,1215265,"","","","","","",""
