readAlignmentCoord,A,B,C,D,E,F,G,H,1,2,3,4,5,6,7,8,9,10,11,12,PR01,PR02,PR03,PR04,PR05,PR06,PR07,PR08,PR09,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10
1040516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1040517,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1040518,2,2,0,1678,2,1,1,4,3,0,2,0,0,1,4186,0,1,0,1,2,1,1,3,878,0,2,3,0,1,3,1,1,1,1060,0,3,6,2,7
1040519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1040867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040868,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1040869,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1040870,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1040871,2,1,6311,1,1,1,1,2,2,1,0,1,0,2,1,0,9241,14,4,2,1,1,2,1,1,2,2,1,1,3,2,1,3,2,3,2,1,1,4076
1040872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1042679,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
1042680,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0
1042681,1,1,0,769,0,1,0,0,1,0,0,0,0,1580,1,1,1,67,0,0,568,1,0,0,1,0,2,1,401,0,3,1,857,0,2,688,0,0,1
1042682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1042683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044350,0,0,0,37,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,99,0,0,0,0,0,0
1045633,2523,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,886,0,0,0,756,1,2,0,3,0,5,1,0,1,1,0,0,1855,0,0,0
1045634,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1048262,248,0,0,0,0,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
1048263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1049015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1049755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049756,4,1074,2,0,1,0,0,0,0,0,1199,28,0,1,3,2,1,2,0,0,2,2002,0,2,2,1,1,1,1,4639,0,2,1,0,3,1,1,1,2
1049757,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1049758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1051044,0,0,0,0,0,0,195,296,0,0,0,0,0,144,0,0,0,0,0,1,0,1,0,0,0,0,217,0,0,0,2,143,0,0,0,0,0,0,0
1051045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1052202,0,0,1,87,0,0,0,0,0,0,0,0,0,256,1,0,0,0,0,0,0,439,0,2,0,0,0,0,0,0,1,1,0,0,0,0,640,0,0
1052203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1052821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1053947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054697,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,28,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
1054698,2,1,1,4,2,1,0,3386,1,0,0,2,0,0,3,4229,2,1,2,0,1935,1,2,2,2,0,2,9,0,2,1,1,0,1,0,0,2421,0,1
1054699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1057095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1057099,0,0,0,223,0,0,1,0,2,0,0,0,0,0,0,0,443,1,0,0,0,0,0,294,1,0,0,0,0,0,0,0,0,0,0,0,0,265,0
1059011,0,1,0,0,1,0,818,0,0,0,1,1,0,2,0,0,0,959,0,3,1,1,1,855,0,0,0,0,1,0,8,0,2284,0,1,0,2,0,0
1059012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1059013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1059863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1059864,6,6,9,8,7,3,5023,7725,5,2,1,7,3,1,4,3,7,6,16125,10,14,8,8,12,22763,3,8,9,65,10,3,5,4,4,6,11,7,4,10928
1059865,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1059866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1061818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1061819,6,13,7,4363,3,2236,0,1,4,2,2,5,6,2,2,10137,3,3,6,5,9,3,3,3,3,9676,15,4,2,2,4,2,3,5,6,1,5351,3,2
1061820,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,2,0,0
1062084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062085,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1062086,0,119,0,0,0,0,0,0,0,0,0,0,0,277,1,0,0,0,0,0,0,0,0,270,0,0,0,0,3,0,1,0,1,0,0,0,0,206,0
1062087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065430,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,58,0,0,0,0,0,1,0,0,1,0,0,0,0,121,0
1066180,1,0,0,0,0,3,558,0,0,0,946,95,0,0,0,1,0,1,0,1,1,0,0,1934,0,0,0,0,0,0,0,1344,2,0,1,0,0,1,1
1066181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1070426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070428,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070429,1,0,2,0,0,0,0,597,0,0,0,0,1,831,1,0,1,1,1,1,0,1,1,0,1182,0,1,0,2,1,1,418,0,0,1,1,2,1,0
1070430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071128,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1072857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072858,1,1,2,1,1,2,2,4643,0,1,0,2,1,0,0,0,0,1242,1,0,1,1192,0,1,1,0,0,7,0,1,785,1,1,0,0,4,2,0,0
1072859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
1072965,0,0,0,0,0,0,4,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1072966,0,0,0,0,0,0,5,14,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,45,0,0,1,0,0
1072967,5,5,2,2,4,1,2451,3671,5,1,9,3,10025,5,6,3,2,2,5,6,3,3,3,8,10,4,2,4481,1,7,5,4,6,9858,5,2,6,6,4
1072968,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1072969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1073000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1073001,0,0,1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,0,292,1,1,0,0,0,1,0,0,0,0,0,704,0,0,0,0,1,0
1074917,0,1,1,0,0,2,2179,0,1,0,1,0,0,0,0,1,0,0,1482,1,0,687,0,0,0,1,0,0,3,1,0,1,1,722,0,0,0,1,0
1074918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1075633,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
1075634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1076430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1076431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,6,0,0,0,5,0,0,5,0,0,0
1076432,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,40,0,0,0,1,0,0,0,22,0,0,0,51,0,0,33,0,0,0
1076433,26907,28,13,11,7,41,16,18,12,10,12,9,20,26,16,15,15,20,29092,18,9748,18,13,9,16,7,14,9,13773,16,11,8,21749,7,10,11404,9,14,13
1076434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1077563,0,3,3,1,0,0,1466,939,0,2,0,3114,1,1,2,2,1,2,2,0,1,0,1,5,2,2315,1,2,4,1,0,1,1,0,0,0,1751,1,1
1077564,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0
1079167,1,1,0,1,0,156,237,368,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1051,0,0,0,0,277,0,0,1,0,0,0,0
1079168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
1080135,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,713,0,0,417,0,0,2,2,0,0,1,0,0,0,574,0,0,0,0,0
1080136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081009,1,0,0,0,0,483,1,0,1,0,0,153,0,0,0,0,0,0,0,1,0,2,0,140,0,1,0,0,0,1,1,0,942,0,0,0,0,1,0
1081010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082222,0,0,164,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,1,0,231,0,1,0,0
1082223,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082405,0,1,55,0,0,1,0,0,0,0,0,0,0,0,0,236,0,0,0,0,162,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,218,0,0
1082406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1084680,0,1,0,1,1,0,281,324,1,0,1,0,0,0,0,1,433,1,0,0,0,0,1,0,0,991,0,1,0,0,0,0,0,526,1,0,0,1,1
1084681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1084965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1085225,0,0,0,0,1,0,2198,0,0,1,0,0,1,2,2,0,1087,2,0,0,0,0,1,937,0,1,0,0,0,574,0,0,1,1,0,0,0,0,0
1085226,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086835,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1086836,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1086837,4606,0,0,0,1,3,0,1,0,0,0,0,2,1,3226,4,1,1,0,1,1,2,0,1362,1,0,0,2,1,1,1,0,2,0,1,2,1361,2,1
1086838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1088033,0,0,1,0,199,0,0,0,0,0,0,0,0,428,0,1,0,0,0,1,1,0,0,0,0,0,0,223,1,0,0,0,0,0,0,0,1,0,630
1089667,2,1142,936,0,0,2,0,1,1,0,2,1,1,1,2,1,0,0,1,3359,2,3,2,0,1,1354,1,0,0,3,1,0,0,2,1502,0,0,0,2
1089668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1091653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092894,273,0,0,0,1,1,0,0,1,502,0,0,0,0,0,0,0,2,0,0,0,0,610,1,0,0,1,0,1,0,617,0,0,0,0,0,0,0,0
1092895,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093539,1,0,0,2,0,0,1,1505,0,0,1250,0,0,0,0,0,0,0,3,0,2,1,0,0,2,0,1,2,1096,1,0,0,0,0,0,1951,1,1,1
1093540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
1093541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1093767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093869,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0
1093870,14,0,0,0,0,0,0,2,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0
1093871,62,0,0,0,0,0,0,24,0,0,0,0,0,0,36,56,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,83,0,0,0,0,0,0
1093872,15218,5,4,7,8,26,8,5960,7,4,6,6,4,8,6983,14495,12,9,7,7,12,4,8,6,10,5,4,4687,12,12,5,5,19686,10,2,8,10,7,10
1093873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1096120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1096122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1096123,3873,294,1928,1922,1675,1698,1084,4778,5109,8,6,10,9,17,9,6,11,12,1912,36798,16,12,7,8,7,10,13,12,17674,9,14,11,12,15346,4309,14,10,10,6
1096124,5,1,2,1,3,10,1,4,7,0,0,0,0,0,0,0,0,0,6,61,0,0,0,0,0,0,0,0,79,0,0,0,0,39,5,0,0,0,0
1096125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1096126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1096200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1096225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1096801,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1096802,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,11,0,0,0
1096803,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,1,0,0,53,0,0,0
1096804,21,10,10393,9047,12,10,16,12,20,9,5,17,8,10,8,44724,7,12,7,12,19,10,5,17,20,8,62358,7,8,10,12,11,8,15,13,26767,10,17,7
1096805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1097215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097216,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099862,0,159,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0
1100206,1,0,0,0,0,0,267,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,243,0,0
1100207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1102802,219,63,0,3,0,0,2,0,0,0,0,0,1,0,1,1255,0,0,0,1,1,0,0,0,0,484,0,0,1,0,1385,1,2,0,0,0,1,0,0
1102803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1103654,0,0,0,0,0,586,1,0,0,0,0,0,1,0,0,0,0,291,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,576
1103655,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1103658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104321,1,1,0,0,0,1,1766,0,0,0,0,2,0,0,0,0,1567,0,1,1,0,0,1372,1,4,0,0,0,1,0,1,0,1,0,0,2634,0,0,1
1104322,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1104323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1105650,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,242,0,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0
1105651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1105652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1105743,1,0,609,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,0,0,121,0,1,0,0,0,0,0
1105744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107712,0,0,0,1,0,183,0,0,1,0,0,0,0,1,1,1281,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21
1108295,0,609,0,0,0,1,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,210,1,1,0,0,0,0,0,0,1,0,0,503,0,0,0,0
1108296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1108297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1108955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1108956,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
