Plate,Plate Row,Plate Column,Well,Transposon Coordinates,Transposon Locatabilities,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags
57,PR03,PC15,F4,"1301387, 4310967","unambiguous, ambiguous","None, SO_4149","NA,1356","NA, 0.09","None, SO_4149"
57,PR03,PC15,F5,"1151947, 2083584","ambiguous, unambiguous","nqrF, nrtR","1104,35","0.88, 0.05","SO_1108, SO_1979"
57,PR03,PC15,F6,"","","","","",""
57,PR03,PC15,F7,"541631","unambiguous","SO_0519","1237","0.95","SO_0519"
57,PR03,PC15,F8,"1185783.0","unambiguous","carB","2837","0.88","SO_1142"
57,PR03,PC15,F9,"545430, 1151946","unambiguous, ambiguous","SO_0521, nqrF","292,1103","0.90, 0.88","SO_0521, SO_1108"
57,PR03,PC15,F10,"25003","unambiguous","fadB","1640","0.76","SO_0021"
57,PR03,PC15,F11,"2054739, 4759268","ambiguous, unambiguous","SO_1949, SO_4562","2720,152","0.73, 0.34","SO_1949, SO_4562"
57,PR03,PC15,F12,"699423, 930223, 4701003","unambiguous, unambiguous, ambiguous","SO_0680, nqrA, fdhA","2802,1293,518","0.71, 0.94, 0.18","SO_0680, SO_0902, SO_4509"
57,PR03,PC15,G1,"","","","","",""
57,PR03,PC15,G2,"2022247","unambiguous","SO_1923","2297","0.75","SO_1923"
57,PR03,PC15,G3,"329344, 3950482, 5124593","ambiguous, ambiguous, ambiguous","SO_0323, ydcP, SO_A0165","709,209,689","0.76, 0.11, 0.79","SO_0323, SO_3797, SO_A0165"
57,PR03,PC15,G4,"3070126","unambiguous","SO_2934","1425","0.57","SO_2934"
57,PR03,PC15,G5,"","","","","",""
57,PR03,PC15,G6,"","","","","",""
57,PR03,PC15,G7,"1433496","unambiguous","SO_1376","530","0.83","SO_1376"
57,PR03,PC15,G8,"4433789","unambiguous","SO_4257","519","0.60","SO_4257"
57,PR03,PC15,G9,"3627270","unambiguous","None","NA","NA","None"
57,PR03,PC15,G10,"672097","unambiguous","tnpA","1607","0.75","SO_0643"
57,PR03,PC15,G11,"1167443","unambiguous","None","NA","NA","None"
57,PR03,PC15,G12,"4293210","unambiguous","speC","656","0.56","SO_4136"
57,PR03,PC15,H1,"2702529","unambiguous","SO_2571","1191","0.83","SO_2571"
57,PR03,PC15,H2,"1776090, 4575712","unambiguous, ambiguous","copA, SO_4380","1568,273","0.69, 0.22","SO_1689, SO_4380"
57,PR03,PC15,H3,"2691769","ambiguous","SO_2562","572","0.78","SO_2562"
57,PR03,PC15,H4,"4548372","unambiguous","SO_4356","1718","0.85","SO_4356"
57,PR03,PC15,H5,"3678376","unambiguous","pilY","3311","0.94","SO_3525"
57,PR03,PC15,H6,"","","","","",""
57,PR03,PC15,H7,"3713824","unambiguous","purK","884","0.81","SO_3555"
57,PR03,PC15,H8,"","","","","",""
57,PR03,PC15,H9,"1682860, 2074798","ambiguous, unambiguous","pfaA, None","3302,NA","0.43, NA","SO_1602, None"
57,PR03,PC15,H10,"1997419","unambiguous","SO_1899","1397","0.83","SO_1899"
57,PR03,PC15,H11,"753343","unambiguous","nicT","1774","0.85","SO_0737"
57,PR03,PC15,H12,"3458650","unambiguous","SO_3306","67","0.02","SO_3306"
58,PR03,PC16,A1,"","","","","",""
58,PR03,PC16,A2,"2457639","unambiguous","aspC","206","0.17","SO_2350"
58,PR03,PC16,A3,"2312569","unambiguous","SO_2198","534","0.33","SO_2198"
58,PR03,PC16,A4,"3099801, 4520826","ambiguous, unambiguous","B, vexA","320,1260","0.25, 0.41","SO_2965, SO_4328"
58,PR03,PC16,A5,"3821762","unambiguous","hmuA","1867","0.89","SO_3669"
58,PR03,PC16,A6,"","","","","",""
58,PR03,PC16,A7,"2548304, 2685925","ambiguous, unambiguous","SO_2437, None","23,NA","0.01, NA","SO_2437, None"
58,PR03,PC16,A8,"709208, 3916049","ambiguous, unambiguous","None, SO_3766","NA,596","NA, 0.91","None, SO_3766"
58,PR03,PC16,A9,"2864737, 3268986","ambiguous, unambiguous","SO_2744, dctD","668,922","0.38, 0.67","SO_2744, SO_3138"
58,PR03,PC16,A10,"3386186","unambiguous","flgE","819","0.60","SO_3247"
58,PR03,PC16,A11,"","","","","",""
58,PR03,PC16,A12,"4695961","unambiguous","SO_4503","195","0.22","SO_4503"
58,PR03,PC16,B1,"4948173","unambiguous","ccoG","1288","0.90","SO_4737"
58,PR03,PC16,B2,"","","","","",""
58,PR03,PC16,B3,"896197, 903095, 1224008, 2019287, 2553030, 4948173, 4995216","unambiguous, unambiguous, unambiguous, unambiguous, ambiguous, unambiguous, unambiguous","SO_0867, None, miaB, SO_1918, SO_2439, ccoG, SO_A0033","333,NA,1296,434,564,1288,170","0.13, NA, 0.91, 0.29, 0.26, 0.90, 0.35","SO_0867, None, SO_1181, SO_1918, SO_2439, SO_4737, SO_A0033"
58,PR03,PC16,B4,"1224008, 4520826","unambiguous, unambiguous","miaB, vexA","1296,1260","0.91, 0.41","SO_1181, SO_4328"
58,PR03,PC16,B5,"4995216","unambiguous","SO_A0033","170","0.35","SO_A0033"
58,PR03,PC16,B6,"4818701","ambiguous","SO_4622","367","0.30","SO_4622"
58,PR03,PC16,B7,"5088304","ambiguous","SO_A0134","230","0.51","SO_A0134"
58,PR03,PC16,B8,"2019287, 3916049","unambiguous, unambiguous","SO_1918, SO_3766","434,596","0.29, 0.91","SO_1918, SO_3766"
58,PR03,PC16,B9,"896197, 2864737, 4818701","unambiguous, ambiguous, ambiguous","SO_0867, SO_2744, SO_4622","333,668,367","0.13, 0.38, 0.30","SO_0867, SO_2744, SO_4622"
58,PR03,PC16,B10,"","","","","",""
58,PR03,PC16,B11,"903095, 2553030","unambiguous, ambiguous","None, SO_2439","NA,564","NA, 0.26","None, SO_2439"
58,PR03,PC16,B12,"2553030","ambiguous","SO_2439","564","0.26","SO_2439"
58,PR03,PC16,C1,"","","","","",""
58,PR03,PC16,C2,"3307404","unambiguous","None","NA","NA","None"
58,PR03,PC16,C3,"4141007","unambiguous","SO_4002","2794","0.55","SO_4002"
58,PR03,PC16,C4,"","","","","",""
58,PR03,PC16,C5,"592363, 764501","unambiguous, ambiguous","SO_0572, SO_0746","182,30","0.23, 0.05","SO_0572, SO_0746"
58,PR03,PC16,C6,"","","","","",""
58,PR03,PC16,C7,"517923","unambiguous","SO_4765","299","0.92","SO_4765"
58,PR03,PC16,C8,"4309611","unambiguous","None","NA","NA","None"
58,PR03,PC16,C9,"464314, 945912, 2197738, 3158887","unambiguous, ambiguous, unambiguous, ambiguous","SO_0438, yjjX, hyaA, None","456,192,271,NA","0.57, 0.36, 0.24, NA","SO_0438, SO_0917, SO_2099, None"
58,PR03,PC16,C10,"3979882","unambiguous","SO_3829","591","0.75","SO_3829"
58,PR03,PC16,C11,"1028089, 5057078","unambiguous, ambiguous","SO_0996, SO_A0107","493,177","0.99, 0.57","SO_0996, SO_A0107"
58,PR03,PC16,C12,"","","","","",""
58,PR03,PC16,D1,"1863405, 4301437","ambiguous, unambiguous","omcA, otr","495,278","0.22, 0.20","SO_1779, SO_4144"
58,PR03,PC16,D2,"4407450","unambiguous","SO_4231","217","0.17","SO_4231"
58,PR03,PC16,D3,"2748306","unambiguous","None","NA","NA","None"
58,PR03,PC16,D4,"","","","","",""
58,PR03,PC16,D5,"2251708","unambiguous","SO_2144","105","0.19","SO_2144"
58,PR03,PC16,D6,"","","","","",""
58,PR03,PC16,D7,"639761, 2914455","ambiguous, ambiguous","SO_0614, cdd","1397,667","0.56, 0.75","SO_0614, SO_2791"
58,PR03,PC16,D8,"","","","","",""
58,PR03,PC16,D9,"3070091","ambiguous","SO_2934","1460","0.59","SO_2934"
58,PR03,PC16,D10,"639761, 2233228","ambiguous, unambiguous","SO_0614, SO_2127","1397,973","0.56, 0.60","SO_0614, SO_2127"
58,PR03,PC16,D11,"3056857","unambiguous","None","NA","NA","None"
58,PR03,PC16,D12,"","","","","",""
58,PR03,PC16,E1,"65860","unambiguous","ktrA","500","0.72","SO_0058"
58,PR03,PC16,E2,"1805968.0","unambiguous","SO_1718","328","0.40","SO_1718"
58,PR03,PC16,E3,"2395485.0","unambiguous","SO_2281","1757","0.94","SO_2281"
58,PR03,PC16,E4,"","","","","",""
58,PR03,PC16,E5,"4911820","unambiguous","SO_4708","788","0.83","SO_4708"
58,PR03,PC16,E6,"","","","","",""
58,PR03,PC16,E7,"","","","","",""
58,PR03,PC16,E8,"2913577","unambiguous","sbcB","1375","0.97","SO_2790"
58,PR03,PC16,E9,"3235816, 4701746, 4896040","unambiguous, ambiguous, unambiguous","sapSH, fdhA, None","2273,1261,NA","0.94, 0.44, NA","SO_3106, SO_4509, None"
58,PR03,PC16,E10,"4701746","ambiguous","fdhA","1261","0.44","SO_4509"
58,PR03,PC16,E11,"1856885","unambiguous","mtrB","1380","0.66","SO_1776"
58,PR03,PC16,E12,"","","","","",""
58,PR03,PC16,F1,"2546508","unambiguous","cmoA","17","0.02","SO_2435"
58,PR03,PC16,F2,"","","","","",""
58,PR03,PC16,F3,"5088801","ambiguous","SO_A0135","134","0.04","SO_A0135"
58,PR03,PC16,F4,"","","","","",""
58,PR03,PC16,F5,"89452","unambiguous","SO_0076","457","0.18","SO_0076"
58,PR03,PC16,F6,"","","","","",""
58,PR03,PC16,F7,"2548304","ambiguous","SO_2437","23","0.01","SO_2437"
58,PR03,PC16,F8,"4870604","unambiguous","glpE","258","0.85","SO_4672"
58,PR03,PC16,F9,"146614, 425225","ambiguous, ambiguous","SO_0141, gppA","3225,175","1.00, 0.19","SO_0141, SO_0408"
58,PR03,PC16,F10,"425225, 3364058, 4050338","ambiguous, ambiguous, ambiguous","gppA, fliI, SO_3902","175,573,382","0.19, 0.43, 0.85","SO_0408, SO_3225, SO_3902"
58,PR03,PC16,F11,"816628","unambiguous","SO_0804","324","0.54","SO_0804"
58,PR03,PC16,F12,"3997015","unambiguous","SO_3848","167","0.33","SO_3848"
58,PR03,PC16,G1,"4129478","unambiguous","None","NA","NA","None"
58,PR03,PC16,G2,"3817934","unambiguous","fadD","1364","0.85","SO_3664"
58,PR03,PC16,G3,"3505385","unambiguous","SO_3361","1792","0.97","SO_3361"
58,PR03,PC16,G4,"2107560, 2794504","ambiguous, unambiguous","SO_2009, SO_2661","221,15","0.30, 0.06","SO_2009, SO_2661"
58,PR03,PC16,G5,"2740852","unambiguous","SO_4786","603","0.95","SO_4786"
58,PR03,PC16,G6,"","","","","",""
58,PR03,PC16,G7,"2547359","unambiguous","cmoB","140","0.14","SO_2436"
58,PR03,PC16,G8,"3922936","unambiguous","putA","627","0.20","SO_3774"
58,PR03,PC16,G9,"146614, 2107560, 3745180","ambiguous, ambiguous, unambiguous","SO_0141, SO_2009, yfiH","3225,221,764","1.00, 0.30, 0.99","SO_0141, SO_2009, SO_3578"
58,PR03,PC16,G10,"894885, 1644494, 2781038","unambiguous, ambiguous, unambiguous","csgA, yfaZ, ppsA","146,197,1199","0.10, 0.37, 0.51","SO_0865, SO_1568, SO_2644"
58,PR03,PC16,G11,"","","","","",""
58,PR03,PC16,G12,"","","","","",""
58,PR03,PC16,H1,"3675313","unambiguous","None","NA","NA","None"
58,PR03,PC16,H2,"","","","","",""
58,PR03,PC16,H3,"3003744","unambiguous","prkA","1435","0.74","SO_2882"
58,PR03,PC16,H4,"3005425","unambiguous","SO_2883","1116","0.88","SO_2883"
58,PR03,PC16,H5,"4474435","unambiguous","SO_4295","534","0.97","SO_4295"
58,PR03,PC16,H6,"","","","","",""
58,PR03,PC16,H7,"725530","unambiguous","SO_0709","2147","0.83","SO_0709"
58,PR03,PC16,H8,"","","","","",""
58,PR03,PC16,H9,"945912, 1042088, 1561235","ambiguous, unambiguous, unambiguous","yjjX, None, glgB","192,NA,958","0.36, NA, 0.43","SO_0917, None, SO_1494"
58,PR03,PC16,H10,"639761, 4606000","ambiguous, unambiguous","SO_0614, None","1397,NA","0.56, NA","SO_0614, None"
58,PR03,PC16,H11,"5034702","ambiguous","SO_A0084","69","0.03","SO_A0084"
58,PR03,PC16,H12,"3111723","unambiguous","O","511","0.48","SO_2985"
59,PR03,PC17,A1,"","","","","",""
59,PR03,PC17,A2,"87867, 3847398, 4239694","unambiguous, ambiguous, unambiguous","icfE, SO_3696, chiA","806,162,1236","0.45, 0.15, 0.56","SO_0075, SO_3696, SO_4085"
59,PR03,PC17,A3,"2172835","ambiguous","SO_2075","509","0.62","SO_2075"
59,PR03,PC17,A4,"276951","ambiguous","SO_0273","229","0.42","SO_0273"
59,PR03,PC17,A5,"","","","","",""
59,PR03,PC17,A6,"","","","","",""
59,PR03,PC17,A7,"2560831, 3405489, 3847398","ambiguous, unambiguous, ambiguous","None, SO_3268, SO_3696","NA,401,162","NA, 0.21, 0.15","None, SO_3268, SO_3696"
59,PR03,PC17,A8,"","","","","",""
59,PR03,PC17,A9,"2172835, 3004701, 4298855","ambiguous, unambiguous, unambiguous","SO_2075, SO_2883, None","509,392,NA","0.62, 0.31, NA","SO_2075, SO_2883, None"
59,PR03,PC17,A10,"4846971","ambiguous","None","NA","NA","None"
59,PR03,PC17,A11,"","","","","",""
59,PR03,PC17,A12,"3924959, 4897160","ambiguous, unambiguous","putA, torF","2650,625","0.83, 0.84","SO_3774, SO_4694"
59,PR03,PC17,B1,"4091294","unambiguous","None","NA","NA","None"
59,PR03,PC17,B2,"2119654","ambiguous","gsk","227","0.17","SO_2020"
59,PR03,PC17,B3,"31563, 1625513, 2680881, 2740671, 4091294, 4129427, 4507604","unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous","None, SO_1550, cheC, SO_4786, None, None, aggA","NA,530,60,422,NA,NA,448","NA, 0.39, 0.10, 0.66, NA, NA, 0.32","None, SO_1550, SO_2546, SO_4786, None, None, SO_4320"
59,PR03,PC17,B4,"276951, 1625513","ambiguous, unambiguous","SO_0273, SO_1550","229,530","0.42, 0.39","SO_0273, SO_1550"
59,PR03,PC17,B5,"4129427","unambiguous","None","NA","NA","None"
59,PR03,PC17,B6,"","","","","",""
59,PR03,PC17,B7,"31563","unambiguous","None","NA","NA","None"
59,PR03,PC17,B8,"","","","","",""
59,PR03,PC17,B9,"2740671, 3004701, 4507604","unambiguous, unambiguous, unambiguous","SO_4786, SO_2883, aggA","422,392,448","0.66, 0.31, 0.32","SO_4786, SO_2883, SO_4320"
59,PR03,PC17,B10,"126311, 2680881","ambiguous, unambiguous","None, cheC","NA,60","NA, 0.10","None, SO_2546"
59,PR03,PC17,B11,"","","","","",""
59,PR03,PC17,B12,"","","","","",""
59,PR03,PC17,C1,"3011186.0","unambiguous","None","NA","NA","None"
59,PR03,PC17,C2,"","","","","",""
59,PR03,PC17,C3,"3156884","unambiguous","SO_3045","63","0.15","SO_3045"
59,PR03,PC17,C4,"5117035","unambiguous","None","NA","NA","None"
59,PR03,PC17,C5,"","","","","",""
59,PR03,PC17,C6,"","","","","",""
59,PR03,PC17,C7,"4510904","unambiguous","SO_4323","996","0.52","SO_4323"
59,PR03,PC17,C8,"3920383","ambiguous","SO_3771","381","0.30","SO_3771"
59,PR03,PC17,C9,"2121967","unambiguous","SO_2022","404","0.77","SO_2022"
59,PR03,PC17,C10,"4467264","unambiguous","motA","128","0.17","SO_4287"
59,PR03,PC17,C11,"2894738, 3764797","unambiguous, ambiguous","garR, cysA","170,824","0.19, 0.73","SO_2771, SO_3602"
59,PR03,PC17,C12,"2169255","unambiguous","hisC","318","0.27","SO_2072"
59,PR03,PC17,D1,"","","","","",""
59,PR03,PC17,D2,"2119654","ambiguous","gsk","227","0.17","SO_2020"
59,PR03,PC17,D3,"","","","","",""
59,PR03,PC17,D4,"3519442","ambiguous","SO_3380","21","0.03","SO_3380"
59,PR03,PC17,D5,"2508141","unambiguous","aroA","879","0.69","SO_2404"
59,PR03,PC17,D6,"","","","","",""
59,PR03,PC17,D7,"","","","","",""
59,PR03,PC17,D8,"","","","","",""
59,PR03,PC17,D9,"265365, 2629043, 5110930","ambiguous, ambiguous, ambiguous","None, SO_2504, SO_A0153","NA,364,2506","NA, 0.59, 0.80","None, SO_2504, SO_A0153"
59,PR03,PC17,D10,"","","","","",""
59,PR03,PC17,D11,"","","","","",""
59,PR03,PC17,D12,"4109943","unambiguous","None","NA","NA","None"
59,PR03,PC17,E1,"1799540","unambiguous","SO_1711","276","0.52","SO_1711"
59,PR03,PC17,E2,"","","","","",""
59,PR03,PC17,E3,"5048362","ambiguous","SO_A0099","838","0.48","SO_A0099"
59,PR03,PC17,E4,"3519442, 3577210","ambiguous, unambiguous","SO_3380, None","21,NA","0.03, NA","SO_3380, None"
59,PR03,PC17,E5,"44214","unambiguous","aroE","497","0.58","SO_0040"
59,PR03,PC17,E6,"","","","","",""
59,PR03,PC17,E7,"","","","","",""
59,PR03,PC17,E8,"","","","","",""
59,PR03,PC17,E9,"1593735, 4258065","unambiguous, unambiguous","lldE, mshQ","185,3238","0.25, 0.86","SO_1520, SO_4100"
59,PR03,PC17,E10,"","","","","",""
59,PR03,PC17,E11,"5124304","ambiguous","SO_A0165","400","0.46","SO_A0165"
59,PR03,PC17,E12,"","","","","",""
59,PR03,PC17,F1,"2934325","unambiguous","tnpA","2351","0.97","SO_2810"
59,PR03,PC17,F2,"183612","unambiguous","None","NA","NA","None"
59,PR03,PC17,F3,"4373427","unambiguous","SO_4207","713","0.38","SO_4207"
59,PR03,PC17,F4,"4895081","unambiguous","vmeA","695","0.61","SO_4693"
59,PR03,PC17,F5,"1280504","unambiguous","torS","2429","0.79","SO_1230"
59,PR03,PC17,F6,"","","","","",""
59,PR03,PC17,F7,"2743578","unambiguous","SO_2606","2088","0.79","SO_2606"
59,PR03,PC17,F8,"2787072","unambiguous","None","NA","NA","None"
59,PR03,PC17,F9,"4720543","unambiguous","SO_4525","241","0.28","SO_4525"
59,PR03,PC17,F10,"3204165","ambiguous","SO_3083","2199","0.79","SO_3083"
59,PR03,PC17,F11,"4604156","unambiguous","glnA","493","0.35","SO_4410"
59,PR03,PC17,F12,"2457385","unambiguous","None","NA","NA","None"
59,PR03,PC17,G1,"3251885","unambiguous","SO_3124","454","0.97","SO_3124"
59,PR03,PC17,G2,"","","","","",""
59,PR03,PC17,G3,"2284898, 5048362","unambiguous, ambiguous","None, SO_A0099","NA,838","NA, 0.48","None, SO_A0099"
59,PR03,PC17,G4,"399728, 1328667","ambiguous, unambiguous","SO_0384, None","517,NA","0.74, NA","SO_0384, None"
59,PR03,PC17,G5,"4073606","unambiguous","hydF","260","0.22","SO_3926"
59,PR03,PC17,G6,"667732","ambiguous","None","NA","NA","None"
59,PR03,PC17,G7,"","","","","",""
59,PR03,PC17,G8,"2514618","unambiguous","None","NA","NA","None"
59,PR03,PC17,G9,"1780170, 3251885","ambiguous, unambiguous","SO_1692, SO_3124","152,454","0.17, 0.97","SO_1692, SO_3124"
59,PR03,PC17,G10,"2010468","unambiguous","SO_1911","921","0.99","SO_1911"
59,PR03,PC17,G11,"4860789","unambiguous","SO_4661","448","0.43","SO_4661"
59,PR03,PC17,G12,"1822990","unambiguous","oleB","170","0.18","SO_1743"
59,PR03,PC17,H1,"4621170","unambiguous","SO_4433","2008","0.96","SO_4433"
59,PR03,PC17,H2,"3075924","unambiguous","SO_2939","199","0.28","SO_2939"
59,PR03,PC17,H3,"4750080","unambiguous","None","NA","NA","None"
59,PR03,PC17,H4,"3971535","unambiguous","SO_3821","1052","0.68","SO_3821"
59,PR03,PC17,H5,"","","","","",""
59,PR03,PC17,H6,"1362185","ambiguous","SO_1309","2194","0.73","SO_1309"
59,PR03,PC17,H7,"467783, 1995731","unambiguous, unambiguous","SO_0440, liuA","469,590","0.15, 0.50","SO_0440, SO_1897"
59,PR03,PC17,H8,"2585103","unambiguous","SO_2461","4556","0.66","SO_2461"
59,PR03,PC17,H9,"2919668","unambiguous","SO_2796","2503","0.78","SO_2796"
59,PR03,PC17,H10,"667732, 1619496","ambiguous, unambiguous","None, SO_1543","NA,262","NA, 0.33","None, SO_1543"
59,PR03,PC17,H11,"1088243","unambiguous","opgD","401","0.25","SO_1051"
59,PR03,PC17,H12,"357967, 402929","ambiguous, unambiguous","SO_0350, SO_0388","521,918","0.47, 0.71","SO_0350, SO_0388"
60,PR03,PC18,A1,"693698","ambiguous","SO_0675","295","0.32","SO_0675"
60,PR03,PC18,A2,"5115093","ambiguous","SO_A0155","176","0.68","SO_A0155"
60,PR03,PC18,A3,"2017309, 2555860","unambiguous, ambiguous","SO_1916, None","18,NA","0.02, NA","SO_1916, None"
60,PR03,PC18,A4,"","","","","",""
60,PR03,PC18,A5,"","","","","",""
60,PR03,PC18,A6,"","","","","",""
60,PR03,PC18,A7,"2946236","unambiguous","cstA","1189","0.82","SO_2824"
60,PR03,PC18,A8,"","","","","",""
60,PR03,PC18,A9,"785657, 1277281","unambiguous, unambiguous","folM, torT","576,734","0.80, 0.68","SO_0772, SO_1229"
60,PR03,PC18,A10,"4796283, 5115093","unambiguous, ambiguous","mtr, SO_A0155","322,176","0.26, 0.68","SO_4601, SO_A0155"
60,PR03,PC18,A11,"1765359","ambiguous","ivdB","846","0.56","SO_1678"
60,PR03,PC18,A12,"","","","","",""
60,PR03,PC18,B1,"3934746","ambiguous","SO_3782","320","0.31","SO_3782"
60,PR03,PC18,B2,"1574400","ambiguous","SO_1501","746","0.54","SO_1501"
60,PR03,PC18,B3,"633103, 707594, 780696, 2137853, 4006722, 4276751, 4759267","unambiguous, unambiguous, unambiguous, unambiguous, ambiguous, unambiguous, ambiguous","hflC, SO_0688, None, sltY, SO_3859, mshH, SO_4562","558,1679,NA,506,1721,347,151","0.62, 0.93, NA, 0.26, 0.91, 0.18, 0.34","SO_0606, SO_0688, None, SO_2040, SO_3859, SO_4116, SO_4562"
60,PR03,PC18,B4,"2137853","unambiguous","sltY","506","0.26","SO_2040"
60,PR03,PC18,B5,"707594, 3644596","unambiguous, ambiguous","SO_0688, None","1679,NA","0.93, NA","SO_0688, None"
60,PR03,PC18,B6,"3644596","ambiguous","None","NA","NA","None"
60,PR03,PC18,B7,"780696","unambiguous","None","NA","NA","None"
60,PR03,PC18,B8,"633103","unambiguous","hflC","558","0.62","SO_0606"
60,PR03,PC18,B9,"1277281, 2966351, 3092776, 4276751","unambiguous, unambiguous, ambiguous, unambiguous","torT, SO_2847, H, mshH","734,205,446,347","0.68, 0.23, 0.16, 0.18","SO_1229, SO_2847, SO_2953, SO_4116"
60,PR03,PC18,B10,"126311, 4796283","ambiguous, unambiguous","None, mtr","NA,322","NA, 0.26","None, SO_4601"
60,PR03,PC18,B11,"1574400, 1765359, 2001741, 4759267","ambiguous, ambiguous, ambiguous, ambiguous","SO_1501, ivdB, sugE, SO_4562","746,846,244,151","0.54, 0.56, 0.78, 0.34","SO_1501, SO_1678, SO_1901, SO_4562"
60,PR03,PC18,B12,"","","","","",""
60,PR03,PC18,C1,"444688","unambiguous","lpdA","1425","1.00","SO_0426"
60,PR03,PC18,C2,"1803858","ambiguous","SO_1716","545","0.92","SO_1716"
60,PR03,PC18,C3,"3049974","unambiguous","SO_2917","184","0.43","SO_2917"
60,PR03,PC18,C4,"430998, 487731, 1926939","unambiguous, ambiguous, ambiguous","pilC, SO_0463, rimJ","358,700,74","0.28, 0.80, 0.14","SO_0415, SO_0463, SO_1834"
60,PR03,PC18,C5,"3064253","unambiguous","SO_2930","1815","0.67","SO_2930"
60,PR03,PC18,C6,"","","","","",""
60,PR03,PC18,C7,"2684672","unambiguous","SO_2552","131","0.35","SO_2552"
60,PR03,PC18,C8,"4237998","unambiguous","None","NA","NA","None"
60,PR03,PC18,C9,"3456474, 3678191","unambiguous, unambiguous","SO_3306, pilY","2243,3496","0.64, 1.00","SO_3306, SO_3525"
60,PR03,PC18,C10,"1803858, 3619149","ambiguous, unambiguous","SO_1716, yjjK","545,1666","0.92, 1.00","SO_1716, SO_3472"
60,PR03,PC18,C11,"3065065","unambiguous","SO_2930","2627","0.96","SO_2930"
60,PR03,PC18,C12,"3391262","unambiguous","flgA","350","0.50","SO_3253"
60,PR03,PC18,D1,"3061718","unambiguous","SO_2929","604","0.57","SO_2929"
60,PR03,PC18,D2,"2445154, 4556082","unambiguous, unambiguous","None, SO_4360","NA,446","NA, 0.49","None, SO_4360"
60,PR03,PC18,D3,"5098622","unambiguous","SO_A0141","56","0.03","SO_A0141"
60,PR03,PC18,D4,"","","","","",""
60,PR03,PC18,D5,"","","","","",""
60,PR03,PC18,D6,"3644596","ambiguous","None","NA","NA","None"
60,PR03,PC18,D7,"775699","unambiguous","SO_0760","559","0.45","SO_0760"
60,PR03,PC18,D8,"","","","","",""
60,PR03,PC18,D9,"3541260","unambiguous","SO_4840","173","0.83","SO_4840"
60,PR03,PC18,D10,"","","","","",""
60,PR03,PC18,D11,"3165543","unambiguous","SO_3052","664","0.38","SO_3052"
60,PR03,PC18,D12,"4622723","unambiguous","SO_4433","455","0.22","SO_4433"
60,PR03,PC18,E1,"","","","","",""
60,PR03,PC18,E2,"2822439, 5088302","unambiguous, ambiguous","gpS, SO_A0134","1326,228","0.77, 0.50","SO_2704, SO_A0134"
60,PR03,PC18,E3,"995996, 1357590, 4006722","unambiguous, unambiguous, ambiguous","SO_0960, None, SO_3859","316,NA,1721","0.43, NA, 0.91","SO_0960, None, SO_3859"
60,PR03,PC18,E4,"2648774","unambiguous","SO_2523","866","0.31","SO_2523"
60,PR03,PC18,E5,"4050554, 4694405","unambiguous, unambiguous","SO_3902, SO_4502","166,797","0.37, 0.88","SO_3902, SO_4502"
60,PR03,PC18,E6,"5088302","ambiguous","SO_A0134","228","0.50","SO_A0134"
60,PR03,PC18,E7,"2845715, 3434058","unambiguous, ambiguous","None, mltF","NA,951","NA, 0.66","None, SO_3288"
